0,1,2,3
"[('11', '1', {'Sign': 1.0}), ('11', '155', {'Sign': 1.0}), ('1', '155', {'Sign': 1.0})]",X,"('1', '11', '155')",1
"[('11', '1', {'Sign': 1.0}), ('11', '156', {'Sign': 1.0}), ('156', '1', {'Sign': 1.0})]",X,"('1', '11', '156')",1
"[('11', '1', {'Sign': 1.0}), ('11', '17', {'Sign': 1.0}), ('17', '1', {'Sign': 1.0})]",X,"('1', '11', '17')",1
"[('11', '1', {'Sign': 1.0}), ('11', '174', {'Sign': -1.0}), ('174', '1', {'Sign': 1.0})]",X,"('1', '11', '174')",0
"[('11', '1', {'Sign': 1.0}), ('11', '1760', {'Sign': 1.0}), ('1', '1760', {'Sign': 1.0})]",X,"('1', '11', '1760')",1
"[('11', '1', {'Sign': 1.0}), ('11', '18', {'Sign': 1.0}), ('18', '1', {'Sign': 1.0})]",X,"('1', '11', '18')",1
"[('11', '1', {'Sign': 1.0}), ('11', '196', {'Sign': 1.0}), ('1', '196', {'Sign': 1.0})]",X,"('1', '11', '196')",1
"[('11', '1', {'Sign': 1.0}), ('11', '2', {'Sign': -1.0}), ('2', '1', {'Sign': 1.0})]",X,"('1', '11', '2')",0
"[('11', '1', {'Sign': 1.0}), ('11', '20', {'Sign': 1.0}), ('1', '20', {'Sign': 1.0})]",X,"('1', '11', '20')",1
"[('11', '1', {'Sign': 1.0}), ('11', '2167', {'Sign': 1.0}), ('1', '2167', {'Sign': 1.0})]",X,"('1', '11', '2167')",1
"[('11', '1', {'Sign': 1.0}), ('11', '22', {'Sign': 1.0}), ('1', '22', {'Sign': 1.0})]",X,"('1', '11', '22')",1
"[('11', '1', {'Sign': 1.0}), ('11', '2217', {'Sign': 1.0}), ('2217', '1', {'Sign': 1.0})]",X,"('1', '11', '2217')",1
"[('11', '1', {'Sign': 1.0}), ('11', '255', {'Sign': 1.0}), ('1', '255', {'Sign': 1.0})]",X,"('1', '11', '255')",1
"[('11', '1', {'Sign': 1.0}), ('11', '258', {'Sign': 1.0}), ('1', '258', {'Sign': 1.0})]",X,"('1', '11', '258')",1
"[('11', '1', {'Sign': 1.0}), ('11', '260', {'Sign': 1.0}), ('260', '1', {'Sign': 1.0})]",X,"('1', '11', '260')",1
"[('11', '1', {'Sign': 1.0}), ('11', '264', {'Sign': 1.0}), ('264', '1', {'Sign': 1.0})]",X,"('1', '11', '264')",1
"[('11', '1', {'Sign': 1.0}), ('11', '276', {'Sign': 1.0}), ('276', '1', {'Sign': 1.0})]",X,"('1', '11', '276')",1
"[('11', '1', {'Sign': 1.0}), ('11', '29', {'Sign': 1.0}), ('1', '29', {'Sign': 1.0})]",X,"('1', '11', '29')",1
"[('11', '1', {'Sign': 1.0}), ('11', '290', {'Sign': 1.0}), ('1', '290', {'Sign': 1.0})]",X,"('1', '11', '290')",1
"[('11', '1', {'Sign': 1.0}), ('11', '292', {'Sign': 1.0}), ('1', '292', {'Sign': 1.0})]",X,"('1', '11', '292')",1
"[('11', '1', {'Sign': 1.0}), ('11', '30', {'Sign': 1.0}), ('30', '1', {'Sign': 1.0})]",X,"('1', '11', '30')",1
"[('11', '1', {'Sign': 1.0}), ('11', '304', {'Sign': 1.0}), ('1', '304', {'Sign': 1.0})]",X,"('1', '11', '304')",1
"[('11', '1', {'Sign': 1.0}), ('11', '309', {'Sign': 1.0}), ('309', '1', {'Sign': 1.0})]",X,"('1', '11', '309')",1
"[('11', '1', {'Sign': 1.0}), ('11', '347', {'Sign': 1.0}), ('1', '347', {'Sign': 1.0})]",X,"('1', '11', '347')",1
"[('11', '1', {'Sign': 1.0}), ('11', '4', {'Sign': 1.0}), ('4', '1', {'Sign': 1.0})]",X,"('1', '11', '4')",1
"[('11', '1', {'Sign': 1.0}), ('11', '42', {'Sign': 1.0}), ('42', '1', {'Sign': 1.0})]",X,"('1', '11', '42')",1
"[('11', '1', {'Sign': 1.0}), ('11', '491', {'Sign': 1.0}), ('1', '491', {'Sign': 1.0})]",X,"('1', '11', '491')",1
"[('11', '1', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('58', '1', {'Sign': 1.0})]",X,"('1', '11', '58')",0
"[('11', '1', {'Sign': 1.0}), ('11', '623', {'Sign': 1.0}), ('623', '1', {'Sign': 1.0})]",X,"('1', '11', '623')",1
"[('11', '1', {'Sign': 1.0}), ('11', '72', {'Sign': 1.0}), ('72', '1', {'Sign': 1.0})]",X,"('1', '11', '72')",1
"[('11', '1', {'Sign': 1.0}), ('11', '734', {'Sign': 1.0}), ('734', '1', {'Sign': 1.0})]",X,"('1', '11', '734')",1
"[('11', '1', {'Sign': 1.0}), ('11', '7597', {'Sign': -1.0}), ('7597', '1', {'Sign': 1.0})]",X,"('1', '11', '7597')",0
"[('11', '1', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('1', '7603', {'Sign': 1.0})]",X,"('1', '11', '7603')",1
"[('11', '1', {'Sign': 1.0}), ('11', '87', {'Sign': 1.0}), ('1', '87', {'Sign': 1.0})]",X,"('1', '11', '87')",1
"[('11', '1', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '1', {'Sign': 1.0})]",X,"('1', '11', '9')",1
"[('11', '1', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '1', {'Sign': 1.0})]",X,"('1', '11', '90')",1
"[('11', '1', {'Sign': 1.0}), ('11', '95', {'Sign': 1.0}), ('1', '95', {'Sign': 1.0})]",X,"('1', '11', '95')",1
"[('116', '1', {'Sign': 1.0}), ('116', '112', {'Sign': 1.0}), ('112', '1', {'Sign': 1.0})]",X,"('1', '112', '116')",1
"[('112', '1', {'Sign': 1.0}), ('112', '124', {'Sign': 1.0}), ('1', '124', {'Sign': 1.0})]",X,"('1', '112', '124')",1
"[('2276', '1', {'Sign': 1.0}), ('2276', '112', {'Sign': 1.0}), ('112', '1', {'Sign': 1.0})]",X,"('1', '112', '2276')",1
"[('112', '1', {'Sign': 1.0}), ('112', '30', {'Sign': 1.0}), ('1', '30', {'Sign': 1.0})]",X,"('1', '112', '30')",1
"[('112', '1', {'Sign': 1.0}), ('112', '301', {'Sign': 1.0}), ('1', '301', {'Sign': 1.0})]",X,"('1', '112', '301')",1
"[('396', '1', {'Sign': 1.0}), ('396', '112', {'Sign': 1.0}), ('112', '1', {'Sign': 1.0})]",X,"('1', '112', '396')",1
"[('697', '1', {'Sign': 1.0}), ('697', '112', {'Sign': 1.0}), ('112', '1', {'Sign': 1.0})]",X,"('1', '112', '697')",1
"[('112', '1', {'Sign': 1.0}), ('112', '701', {'Sign': 1.0}), ('1', '701', {'Sign': 1.0})]",X,"('1', '112', '701')",1
"[('1128', '1', {'Sign': 1.0}), ('1128', '7603', {'Sign': 1.0}), ('1', '7603', {'Sign': 1.0})]",X,"('1', '1128', '7603')",1
"[('2351', '1', {'Sign': 1.0}), ('2351', '1129', {'Sign': 1.0}), ('1', '1129', {'Sign': 1.0})]",X,"('1', '1129', '2351')",1
"[('15', '1', {'Sign': 1.0}), ('15', '113', {'Sign': -1.0}), ('113', '1', {'Sign': 1.0})]",X,"('1', '113', '15')",0
"[('113', '1', {'Sign': 1.0}), ('113', '152', {'Sign': 1.0}), ('1', '152', {'Sign': 1.0})]",X,"('1', '113', '152')",1
"[('154', '1', {'Sign': 1.0}), ('154', '113', {'Sign': 1.0}), ('113', '1', {'Sign': 1.0})]",X,"('1', '113', '154')",1
"[('113', '1', {'Sign': 1.0}), ('113', '155', {'Sign': 1.0}), ('1', '155', {'Sign': 1.0})]",X,"('1', '113', '155')",1
"[('17', '1', {'Sign': 1.0}), ('17', '113', {'Sign': 1.0}), ('113', '1', {'Sign': 1.0})]",X,"('1', '113', '17')",1
"[('2', '1', {'Sign': 1.0}), ('2', '113', {'Sign': 1.0}), ('113', '1', {'Sign': 1.0})]",X,"('1', '113', '2')",1
"[('113', '1', {'Sign': 1.0}), ('113', '29', {'Sign': 1.0}), ('1', '29', {'Sign': 1.0})]",X,"('1', '113', '29')",1
"[('113', '1', {'Sign': 1.0}), ('113', '37', {'Sign': 1.0}), ('1', '37', {'Sign': 1.0})]",X,"('1', '113', '37')",1
"[('4', '1', {'Sign': 1.0}), ('4', '113', {'Sign': 1.0}), ('113', '1', {'Sign': 1.0})]",X,"('1', '113', '4')",1
"[('113', '1', {'Sign': 1.0}), ('113', '58', {'Sign': -1.0}), ('1', '58', {'Sign': 1.0})]",X,"('1', '113', '58')",0
"[('72', '1', {'Sign': 1.0}), ('72', '113', {'Sign': 1.0}), ('113', '1', {'Sign': 1.0})]",X,"('1', '113', '72')",1
"[('113', '1', {'Sign': 1.0}), ('113', '7603', {'Sign': -1.0}), ('1', '7603', {'Sign': 1.0})]",X,"('1', '113', '7603')",0
"[('9', '1', {'Sign': 1.0}), ('9', '113', {'Sign': 1.0}), ('113', '1', {'Sign': 1.0})]",X,"('1', '113', '9')",1
"[('1136', '1', {'Sign': 1.0}), ('1136', '175', {'Sign': 1.0}), ('1', '175', {'Sign': 1.0})]",X,"('1', '1136', '175')",1
"[('9', '1', {'Sign': 1.0}), ('9', '1136', {'Sign': 1.0}), ('1136', '1', {'Sign': 1.0})]",X,"('1', '1136', '9')",1
"[('117', '1', {'Sign': 1.0}), ('117', '1147', {'Sign': 1.0}), ('1147', '1', {'Sign': 1.0})]",X,"('1', '1147', '117')",1
"[('3254', '1', {'Sign': 1.0}), ('3254', '1147', {'Sign': 1.0}), ('1147', '1', {'Sign': 1.0})]",X,"('1', '1147', '3254')",1
"[('1147', '1', {'Sign': 1.0}), ('1147', '35', {'Sign': 1.0}), ('1', '35', {'Sign': 1.0})]",X,"('1', '1147', '35')",1
"[('1147', '1', {'Sign': 1.0}), ('1147', '491', {'Sign': -1.0}), ('1', '491', {'Sign': 1.0})]",X,"('1', '1147', '491')",0
"[('117', '1', {'Sign': 1.0}), ('117', '1148', {'Sign': 1.0}), ('1', '1148', {'Sign': 1.0})]",X,"('1', '1148', '117')",1
"[('1760', '1', {'Sign': 1.0}), ('1760', '1148', {'Sign': 1.0}), ('1', '1148', {'Sign': 1.0})]",X,"('1', '1148', '1760')",1
"[('38', '1', {'Sign': 1.0}), ('38', '1148', {'Sign': 1.0}), ('1', '1148', {'Sign': 1.0})]",X,"('1', '1148', '38')",1
"[('874', '1', {'Sign': 1.0}), ('874', '1148', {'Sign': 1.0}), ('1', '1148', {'Sign': 1.0})]",X,"('1', '1148', '874')",1
"[('1', '115', {'Sign': 1.0}), ('1', '118', {'Sign': 1.0}), ('118', '115', {'Sign': 1.0})]",X,"('1', '115', '118')",1
"[('123', '1', {'Sign': 1.0}), ('123', '115', {'Sign': 1.0}), ('1', '115', {'Sign': 1.0})]",X,"('1', '115', '123')",1
"[('1', '115', {'Sign': 1.0}), ('1', '155', {'Sign': 1.0}), ('155', '115', {'Sign': 1.0})]",X,"('1', '115', '155')",1
"[('1574', '1', {'Sign': 1.0}), ('1574', '115', {'Sign': 1.0}), ('1', '115', {'Sign': 1.0})]",X,"('1', '115', '1574')",1
"[('1875', '1', {'Sign': 1.0}), ('1875', '115', {'Sign': 1.0}), ('1', '115', {'Sign': 1.0})]",X,"('1', '115', '1875')",1
"[('259', '1', {'Sign': 1.0}), ('259', '115', {'Sign': 1.0}), ('1', '115', {'Sign': 1.0})]",X,"('1', '115', '259')",1
"[('72', '1', {'Sign': 1.0}), ('72', '115', {'Sign': 1.0}), ('1', '115', {'Sign': 1.0})]",X,"('1', '115', '72')",1
"[('116', '1', {'Sign': 1.0}), ('116', '123', {'Sign': 1.0}), ('123', '1', {'Sign': 1.0})]",X,"('1', '116', '123')",1
"[('116', '1', {'Sign': 1.0}), ('116', '174', {'Sign': 1.0}), ('174', '1', {'Sign': 1.0})]",X,"('1', '116', '174')",1
"[('116', '1', {'Sign': 1.0}), ('116', '247', {'Sign': 1.0}), ('247', '1', {'Sign': 1.0})]",X,"('1', '116', '247')",1
"[('116', '1', {'Sign': 1.0}), ('116', '259', {'Sign': 1.0}), ('1', '259', {'Sign': 1.0})]",X,"('1', '116', '259')",1
"[('116', '1', {'Sign': 1.0}), ('116', '29', {'Sign': 1.0}), ('1', '29', {'Sign': 1.0})]",X,"('1', '116', '29')",1
"[('116', '1', {'Sign': 1.0}), ('116', '290', {'Sign': 1.0}), ('1', '290', {'Sign': 1.0})]",X,"('1', '116', '290')",1
"[('116', '1', {'Sign': 1.0}), ('116', '292', {'Sign': 1.0}), ('1', '292', {'Sign': 1.0})]",X,"('1', '116', '292')",1
"[('116', '1', {'Sign': 1.0}), ('116', '30', {'Sign': 1.0}), ('30', '1', {'Sign': 1.0})]",X,"('1', '116', '30')",1
"[('116', '1', {'Sign': 1.0}), ('116', '395', {'Sign': 1.0}), ('1', '395', {'Sign': 1.0})]",X,"('1', '116', '395')",1
"[('116', '1', {'Sign': 1.0}), ('116', '491', {'Sign': 1.0}), ('1', '491', {'Sign': 1.0})]",X,"('1', '116', '491')",1
"[('116', '1', {'Sign': 1.0}), ('116', '810', {'Sign': 1.0}), ('1', '810', {'Sign': 1.0})]",X,"('1', '116', '810')",1
"[('587', '1', {'Sign': 1.0}), ('587', '1167', {'Sign': 1.0}), ('1', '1167', {'Sign': 1.0})]",X,"('1', '1167', '587')",1
"[('117', '1', {'Sign': 1.0}), ('117', '1318', {'Sign': 1.0}), ('1', '1318', {'Sign': 1.0})]",X,"('1', '117', '1318')",1
"[('117', '1', {'Sign': 1.0}), ('117', '1742', {'Sign': 1.0}), ('1', '1742', {'Sign': 1.0})]",X,"('1', '117', '1742')",1
"[('117', '1', {'Sign': 1.0}), ('117', '18', {'Sign': 1.0}), ('18', '1', {'Sign': 1.0})]",X,"('1', '117', '18')",1
"[('117', '1', {'Sign': 1.0}), ('117', '194', {'Sign': 1.0}), ('1', '194', {'Sign': 1.0})]",X,"('1', '117', '194')",1
"[('117', '1', {'Sign': 1.0}), ('117', '2', {'Sign': 1.0}), ('2', '1', {'Sign': 1.0})]",X,"('1', '117', '2')",1
"[('117', '1', {'Sign': 1.0}), ('117', '2178', {'Sign': 1.0}), ('2178', '1', {'Sign': 1.0})]",X,"('1', '117', '2178')",1
"[('117', '1', {'Sign': 1.0}), ('117', '22', {'Sign': 1.0}), ('1', '22', {'Sign': 1.0})]",X,"('1', '117', '22')",1
"[('117', '1', {'Sign': 1.0}), ('117', '258', {'Sign': 1.0}), ('1', '258', {'Sign': 1.0})]",X,"('1', '117', '258')",1
"[('117', '1', {'Sign': 1.0}), ('117', '260', {'Sign': 1.0}), ('260', '1', {'Sign': 1.0})]",X,"('1', '117', '260')",1
"[('117', '1', {'Sign': 1.0}), ('117', '346', {'Sign': 1.0}), ('1', '346', {'Sign': 1.0})]",X,"('1', '117', '346')",1
"[('117', '1', {'Sign': 1.0}), ('117', '35', {'Sign': 1.0}), ('1', '35', {'Sign': 1.0})]",X,"('1', '117', '35')",1
"[('117', '1', {'Sign': 1.0}), ('117', '370', {'Sign': 1.0}), ('1', '370', {'Sign': 1.0})]",X,"('1', '117', '370')",1
"[('117', '1', {'Sign': 1.0}), ('117', '38', {'Sign': 1.0}), ('38', '1', {'Sign': 1.0})]",X,"('1', '117', '38')",1
"[('117', '1', {'Sign': 1.0}), ('117', '4', {'Sign': 1.0}), ('4', '1', {'Sign': 1.0})]",X,"('1', '117', '4')",1
"[('117', '1', {'Sign': 1.0}), ('117', '57', {'Sign': 1.0}), ('57', '1', {'Sign': 1.0})]",X,"('1', '117', '57')",1
"[('117', '1', {'Sign': 1.0}), ('117', '7425', {'Sign': -1.0}), ('7425', '1', {'Sign': -1.0})]",X,"('1', '117', '7425')",1
"[('117', '1', {'Sign': 1.0}), ('117', '90', {'Sign': 1.0}), ('90', '1', {'Sign': 1.0})]",X,"('1', '117', '90')",1
"[('1', '118', {'Sign': 1.0}), ('1', '158', {'Sign': 1.0}), ('158', '118', {'Sign': 1.0})]",X,"('1', '118', '158')",1
"[('1', '118', {'Sign': 1.0}), ('1', '1580', {'Sign': 1.0}), ('1580', '118', {'Sign': 1.0})]",X,"('1', '118', '1580')",1
"[('1', '118', {'Sign': 1.0}), ('1', '214', {'Sign': 1.0}), ('214', '118', {'Sign': 1.0})]",X,"('1', '118', '214')",1
"[('1', '118', {'Sign': 1.0}), ('1', '222', {'Sign': 1.0}), ('118', '222', {'Sign': 1.0})]",X,"('1', '118', '222')",1
"[('1', '118', {'Sign': 1.0}), ('1', '292', {'Sign': 1.0}), ('292', '118', {'Sign': 1.0})]",X,"('1', '118', '292')",1
"[('58', '1', {'Sign': 1.0}), ('58', '118', {'Sign': 1.0}), ('1', '118', {'Sign': 1.0})]",X,"('1', '118', '58')",1
"[('1', '118', {'Sign': 1.0}), ('1', '649', {'Sign': 1.0}), ('118', '649', {'Sign': 1.0})]",X,"('1', '118', '649')",1
"[('72', '1', {'Sign': 1.0}), ('72', '118', {'Sign': 1.0}), ('1', '118', {'Sign': 1.0})]",X,"('1', '118', '72')",1
"[('7597', '1', {'Sign': 1.0}), ('7597', '118', {'Sign': -1.0}), ('1', '118', {'Sign': 1.0})]",X,"('1', '118', '7597')",0
"[('309', '1', {'Sign': 1.0}), ('309', '1180', {'Sign': 1.0}), ('1180', '1', {'Sign': 1.0})]",X,"('1', '1180', '309')",1
"[('1186', '1', {'Sign': 1.0}), ('1186', '142', {'Sign': 1.0}), ('1', '142', {'Sign': 1.0})]",X,"('1', '1186', '142')",1
"[('1186', '1', {'Sign': 1.0}), ('1186', '817', {'Sign': 1.0}), ('817', '1', {'Sign': 1.0})]",X,"('1', '1186', '817')",1
"[('1195', '1', {'Sign': 1.0}), ('1195', '30', {'Sign': 1.0}), ('30', '1', {'Sign': 1.0})]",X,"('1', '1195', '30')",1
